Top 12 in network string_interactions_short (1).tsv ranked by EcCentricity method
Rank,Name,Score
1,FN1,0.1231527093596059
1,GJA1,0.1231527093596059
3,ANXA1,0.10775862068965517
3,CXCL8,0.10775862068965517
3,TUBB2A,0.10775862068965517
3,DSC2,0.10775862068965517
3,DSG2,0.10775862068965517
3,CDK1,0.10775862068965517
3,PLAT,0.10775862068965517
3,MMP7,0.10775862068965517
3,MMP12,0.10775862068965517
3,IGFBP3,0.10775862068965517
